Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"Xbox 360","System",1,0,0,"Xbox 360 E Console 4GB","MISSING FROM DB","MISSING FROM DB","03/23/2019","Loose","75.56","78.24","228.95","75.56","-1.0",?,?,?,"N/A","N/A",""
"PSP","VideoGame",1,0,0,"Buzz! Master Quiz","Sony","Relentless Software Ltd","06/08/2020","Sealed","2.19","3.73","5.52","5.52","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Chessmaster: The Art of Learning","Ubisoft Entertainment","Ubisoft Romania","06/08/2020","Loose","4.56","6.26","9.97","4.56","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Daxter","Sony","Ready at Dawn","02/20/2019","Sealed","8.02","10.93","16.94","16.94","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"God of War: Chains of Olympus","Sony Computer Entertainment","Ready at Dawn","02/19/2019","CIB","13.19","15.96","28","15.96","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"God of War: Ghost of Sparta","Sony Computer Entertainment","Ready at Dawn","11/08/2019","Loose","19.02","29.99","50.5","19.02","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Hot Shots Golf: Open Tee","Sony Computer Entertainment","Clap Hanz Ltd.","05/06/2021","Sealed","2.47","3.67","5.49","5.49","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Hot Shots Golf: Open Tee","Sony Computer Entertainment","Clap Hanz Ltd.","06/05/2021","Sealed","2.47","3.67","5.49","5.49","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Killzone: Liberation","SCEA","Guerrilla Games","11/08/2019","CIB","4.2","5.25","8.48","5.25","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Lumines: Puzzle Fusion","Ubisoft Entertainment","Q Entertainment","07/25/2019","Loose","4.15","6.59","22.84","4.15","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"MediEvil: Resurrection","Sony","Sony","11/08/2019","Loose","12.71","12.99","29.99","12.71","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Monster Hunter Portable 3rd","Capcom","Capcom","04/27/2019","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"MotorStorm: Arctic Edge","Sony","BigBig Studios","04/05/2021","Sealed","5.57","8.75","11.95","11.95","8",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Ratchet & Clank: Size Matters","Sony","High Impact Games","02/20/2019","CIB","7.96","10.22","16.74","10.22","8",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Secret Agent Clank","SCEA","High Impact Games","02/20/2019","Sealed","3.59","10.51","13","13","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Sega Genesis Collection","Sega","Sega","02/20/2019","Loose","13.38","14.85","40","13.38","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"SOCOM: U.S. Navy SEALs Fireteam Bravo","Sony Computer Entertainment","Zipper Interactive","05/06/2021","Sealed","3.49","4.75","4.93","4.93","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"SOCOM: U.S. Navy SEALs Fireteam Bravo","Sony Computer Entertainment","Zipper Interactive","06/05/2021","Sealed","3.49","4.75","4.93","4.93","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Sonic Rivals","Sega","Backbone Vancouver","11/08/2019","CIB","8.99","14.2","24.79","14.2","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Syphon Filter: Dark Mirror","SCEA","Sony Bend","06/30/2019","Sealed","4.35","5.48","12.95","12.95","8",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Syphon Filter: Logan's Shadow","Sony Computer Entertainment America","Sony Bend","08/27/2019","Sealed","3.01","3.86","7.21","7.21","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Twisted Metal: Head-On","Sony Computer Entertainment","Incognito Entertainment","02/20/2019","Boxed","7.39","9.32","20","11.7","-1.0",?,?,?,No, 0%,""
"PSP","VideoGame",1,0,0,"Wipeout Pure","Sony","Sony","02/20/2019","CIB","2.99","5","8.37","5","-1.0",?,?,?,No, 0%,""
"PSP","System",1,0,0,"PSP 1001K Console Black","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","60.14","105.68","359.2","60.14","-1.0",?,?,?,"N/A","N/A",""
"Atari 2600","VideoGame",1,0,0,"Asteroids","Atari, Inc.","Atari","02/22/2020","Loose","4.07","10.85","18.05","4.07","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Berzerk","Stern Electronics, Inc.","Atari","02/22/2020","Loose","4.59","13.87","34.75","4.59","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Bowling","Atari, Inc.","Atari","11/28/2019","Loose","4.84","10.25","23.67","4.84","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Artillery Duel & Chuck Norris Superkicks","Xonox","Xonox","09/12/2020","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Combat","Atari, Inc.","Atari","11/28/2019","Loose","2.14","7.48","18.04","2.14","1",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Defender","Atari, Inc.","Atari","11/28/2019","Loose","2.79","12.79","21.23","2.79","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Demon Attack","Imagic","Imagic","10/04/2020","Loose","4.86","13.11","27.06","4.86","4.87",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Dig Dug","Atari Games","Atari","10/04/2020","Loose","9.02","13.99","29.99","9.02","7.79",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Football","Atari, Inc.","Atari","12/30/2019","Loose","3.64","9.05","13","3.64","1",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Frogger","Parker Brothers","Parker Brothers","10/04/2020","Loose","9.36","22.31","169.08","9.36","6.82",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Gunslinger","Sears, Roebuck and Co.","Atari","11/28/2019","Loose","5.61","23.07","28","5.61","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Kangaroo","Atari, Inc.","Sun Electronics","10/04/2020","Loose","3.14","8.45","12.82","3.14","2.92",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Missile Command","Atari, Inc.","Atari","02/22/2020","Loose","4.06","11.47","21.92","4.06","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Outlaw","Sears, Roebuck and Co.","Atari","08/04/2021","Loose","3.89","11.01","47.27","3.89","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Pac-Man","Atari, Inc.","Atari","12/28/2019","Loose","5","17.48","56.22","5","1",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Pitfall!","Activision","Activision","10/04/2020","Loose","10.47","29.79","305","10.47","10.71",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Space Invaders","Bally Mfg. Corp.","Atari","08/04/2021","Loose","4","15","41.13","4","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Spider-Man","Parker Brothers","Parker Brothers","10/04/2020","Loose","7.95","31.02","211.5","7.95","5.84",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Super Breakout","Atari, Inc.","Atari","11/28/2019","Loose","3.35","14.5","27","3.35","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Video Olympics","Sears, Roebuck and Co.","Atari","11/28/2019","Loose","4.38","16.2","17.92","4.38","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Video Pinball","Atari, Inc.","Atari","10/04/2020","Loose","5","10.99","42.11","5","4.87",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Yars' Revenge","Atari, Inc.","Atari","10/04/2020","Loose","4.5","20.59","40","4.5","4.87",?,?,?,No, 0%,""
"Atari 2600","Peripheral",1,0,0,"Atari 2600 Joystick","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","16.99","39.33","59","16.99","-1.0",?,?,?,"N/A","N/A",""
"Atari 2600","Peripheral",1,0,0,"Atari 2600 Paddle Controller Set","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","17.55","52.29","78.44","17.55","-1.0",?,?,?,"N/A","N/A",""
"Atari 2600","System",1,0,0,"Atari 2600 System","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","28.04","96.58","183.5","28.04","-1.0",?,?,?,"N/A","N/A",""
