Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"PS2","VideoGame",1,0,0,"The Simpsons: Road Rage","EA Games","Radical Entertainment Inc.","02/20/2019","CIB","6.93","11.7","34.44","11.7","-1.0",?,?,?,No, 0%,""
"PS2","VideoGame",1,0,0,"Tom Clancy's Ghost Recon","Ubisoft Entertainment","Red Storm","02/20/2019","CIB","2.12","5.51","9.61","5.51","-1.0",?,?,?,No, 0%,""
"PS2","VideoGame",1,0,0,"Tony Hawk's Pro Skater 3","Activision","Neversoft Entertainment","02/20/2019","CIB","6.78","7.05","41.23","7.05","-1.0",?,?,?,No, 0%,""
"PS2","VideoGame",1,0,0,"Tony Hawk's Project 8","Activision","Shaba Games","02/20/2019","CIB","5.75","8.49","15.37","8.49","-1.0",?,?,?,No, 0%,""
"PS2","VideoGame",1,0,0,"Twisted Metal: Black","Sony","Incognito","02/20/2019","CIB","7.94","11.34","44.99","11.34","-1.0",?,?,?,No, 0%,""
"PS2","VideoGame",1,0,0,"Worms 3D","Sega","Team17 Software Limited","02/20/2019","CIB","4.84","11.51","24.49","11.51","-1.0",?,?,?,No, 0%,""
"PS2","Peripheral",1,0,0,"8MB Memory Card","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","8.91","10.94","19.99","8.91","-1.0",?,?,?,"N/A","N/A",""
"PS2","Peripheral",1,0,0,"Black Dual Shock Controller","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","19.26","24.48","58.75","19.26","-1.0",?,?,?,"N/A","N/A",""
"PS2","Peripheral",1,0,0,"Black Dual Shock Controller","MISSING FROM DB","MISSING FROM DB","03/07/2020","Loose","19.26","24.48","58.75","19.26","-1.0",?,?,?,"N/A","N/A",""
"PS2","Peripheral",1,0,0,"Blue Dual Shock Controller","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","13.63","18.17","70.97","13.63","-1.0",?,?,?,"N/A","N/A",""
"PS2","Peripheral",1,0,0,"Horizontal Console Stand","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","33.87","44.03","115.16","33.87","-1.0",?,?,?,"N/A","N/A",""
"PS2","Peripheral",1,0,0,"MultiTap Controller Adaptor","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","9.38","12.19","29.26","9.38","-1.0",?,?,?,"N/A","N/A",""
"PS2","Peripheral",1,0,0,"Playstation 2 AV Cable","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","4.98","5.43","13.02","4.98","-1.0",?,?,?,"N/A","N/A",""
"PS2","System",1,0,0,"Playstation 2 System","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","60.36","302.48","310.21","60.36","-1.0",?,?,?,"N/A","N/A",""
"PS2","System",1,0,0,"Slim Playstation 2 System","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","68.12","147.63","654.02","68.12","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","VideoGame",1,0,0,"Alien vs. Predator","Atari, Inc.","Rebellion","07/24/2021","CIB","70.22","154.48","331.5","154.48","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Brutal Sports Football","null","null","07/24/2021","CIB","26.91","37.44","47.45","37.44","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Cybermorph","Atari, Inc.","Attention to Detail Limited","07/24/2021","Loose+","12.12","28.68","56","21.08","?",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Doom","Atari, Inc.","id Software","07/24/2021","CIB","70.92","75.01","210","75.01","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Iron Soldier","Atari, Inc.","Eclipse Software","07/24/2021","CIB","23.17","40","51","40","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Wolfenstein 3D","Atari, Inc.","id Software","07/24/2021","CIB","52.19","112.83","157.45","112.83","-1.0",?,?,?,No, 0%,""
"Jaguar","Peripheral",1,0,0,"Atari Jaguar Controller","MISSING FROM DB","MISSING FROM DB","07/24/2021","CIB","20","45.01","90.02","45.01","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","Peripheral",1,0,0,"Atari Jaguar Controller","MISSING FROM DB","MISSING FROM DB","07/24/2021","Loose","20","45.01","90.02","20","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","Peripheral",1,0,0,"Atari Jaguar Controller","MISSING FROM DB","MISSING FROM DB","07/24/2021","Loose","20","45.01","90.02","20","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","System",1,0,0,"Atari Jaguar System","MISSING FROM DB","MISSING FROM DB","07/24/2021","CIB","338.48","437.71","721.58","437.71","-1.0",?,?,?,"N/A","N/A",""
"Wii U","VideoGame",1,0,0,"Angry Birds Star Wars","Activision","Exient Entertainment","02/20/2019","CIB","7.53","9.99","14.72","9.99","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Animal Crossing: amiibo Festival","Nintendo","NDCube","10/05/2020","Sealed","5","6.18","14.37","14.37","8",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Disney Epic Mickey 2: The Power of Two","Disney Interactive","Junction Point Studios","06/05/2021","CIB","7.42","8.9","17.4","8.9","8",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Donkey Kong Country: Tropical Freeze","Nintendo","Retro Studios","02/20/2019","CIB","11.09","12.36","26.49","12.36","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Giana Sisters: Twisted Dreams - Director's Cut","Alliance Digital Media","Black Forest Games","12/08/2020","Sealed","7.58","9.99","13.97","13.97","8",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Hyrule Warriors","Nintendo","Team Ninja","12/28/2019","CIB","8.63","9.23","38.51","9.23","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"LEGO Marvel Super Heroes","WB Games","WB Games","02/20/2019","CIB","5.25","6.09","10.99","6.09","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Mario & Sonic at the Sochi 2014 Olympic Winter Games","Nintendo","Nintendo","02/19/2019","Loose","13.66","19.91","55.3","13.66","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Mario Kart 8","Nintendo","Nintendo","02/19/2019","CIB","11.5","12.15","45.21","12.15","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Nintendo Land","Nintendo","Nintendo","02/20/2019","CIB","7.03","7.2","17.52","7.2","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Skylanders: SWAP Force","Activision","Vicarious Visions","02/06/2021","Loose","-1.0", "-1.0", "-1.0", "-1.0","8",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Sonic & All-Stars Racing Transformed","Sega","Sega","02/20/2019","CIB","10.1","12.92","20.95","12.92","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Star Fox Guard","Nintendo","Nintendo","02/20/2019","CIB","2.97","3.99","5.98","3.99","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Star Fox Zero","Nintendo","PlatinumGames","02/20/2019","CIB","8.14","11.86","17.95","11.86","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Super Mario 3D World","Nintendo","Nintendo","02/19/2019","CIB","10.07","12.27","62.96","12.27","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Super Mario Maker","Nintendo","Nintendo","02/20/2019","CIB+","12.81","12.99","35","12.99","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Super Smash Bros. for Wii U","Nintendo","Bandai Namco Entertainment","02/19/2019","CIB","10.39","10.5","51.26","10.5","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"The Legend of Zelda: Breath of the Wild","Nintendo","Nintendo","02/19/2019","CIB","29.99","39","126.19","39","-1.0",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"The Legend of Zelda: The Wind Waker HD","Nintendo","Nintendo","03/31/2019","CIB","31.65","35.99","176.94","35.99","25",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"The Legend of Zelda: Twilight Princess HD Special Edition","null","null","02/19/2019","CIB+","76","116.98","160.67","116.98","45",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"Your Shape: Fitness Evolved 2013","Ubisoft Entertainment","Blue Byte Software","11/05/2020","Sealed","4.19","4.76","6.83","6.83","8",?,?,?,No, 0%,""
"Wii U","VideoGame",1,0,0,"ZombiU","Ubisoft Entertainment","Ubisoft Montpellier","10/05/2020","Sealed","4.71","4.77","6.14","6.14","8",?,?,?,No, 0%,""
"Wii U","Peripheral",1,0,0,"Gamecube Controller Adapter","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","32.17","37","51.8","32.17","-1.0",?,?,?,"N/A","N/A",""
"Wii U","System",1,0,0,"Wii U Console Deluxe Black 32GB","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","161.75","180.34","690.49","161.75","-1.0",?,?,?,"N/A","N/A",""
"Wii U","Peripheral",1,0,0,"Wii U Pro Controller Black","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","29.77","29.99","99.99","29.77","-1.0",?,?,?,"N/A","N/A",""
"TG16","VideoGame",1,0,0,"Alien Crush","Turbo Technologies, Inc.","Compile","09/13/2019","Loose","34.99","41.33","85.6","34.99","16",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Dungeon Explorer","NEC Home Electronics, Ltd.","Atlus Co., Ltd.","12/30/2019","Loose","37","39.81","130.51","37","33",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Military Madness","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.","07/24/2021","Loose","49.99","69.46","99.28","49.99","-1.0",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Pac-Land","Namco","Namco","07/25/2021","CIB","22.74","32.91","71.87","32.91","30",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Splatterhouse","NEC Home Electronics, Ltd.","Namco","09/13/2019","Loose","64.69","121.82","220.91","64.69","69",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Takin' it to the Hoop","NEC Home Electronics, Ltd.","Alcom","12/30/2019","Loose+","9.23","13.37","19.99","14.45","10",?,?,?,No, 0%,""
"TG16","Peripheral",1,0,0,"Turbo Tap","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","35","77.04","156","35","-1.0",?,?,?,"N/A","N/A",""
"TG16","System",1,0,0,"TurboGrafx-16 System","MISSING FROM DB","MISSING FROM DB","09/13/2019","Loose","202.5","299","678.07","202.5","-1.0",?,?,?,"N/A","N/A",""
"PS1","VideoGame",1,0,0,"ATV: Quad Power Racing","Acclaim Entertainment, Inc.","Climax Racing","10/04/2019","CIB","3.14","4.91","12.47","4.91","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Cool Boarders 4","989 Sports","Idol Minds","03/05/2020","Loose","4","5.04","8.83","4","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Courier Crisis","GT Interactive Software Corp.","New Level Software","07/07/2020","Loose","7.73","10.42","43.34","7.73","8",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Croc: Legend of The Gobbos","Fox Interactive","Argonaut Games","05/18/2019","CIB","8.8","14.97","35.16","14.97","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Driver","GT Interactive Software Corp.","Reflections Interactive","11/06/2019","Loose","6.5","8.8","40","6.5","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Final Fantasy IX","Squaresoft","Squaresoft","08/01/2020","CIB","10","15.38","497.54","15.38","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Final Fantasy VII","Squaresoft","Squaresoft","05/18/2019","CIB","18.88","40","1,427.78","40","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Final Fantasy VIII","Squaresoft","Squaresoft","09/09/2019","CIB","10.17","15.5","372.72","15.5","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Ford Racing","Empire Interactive Entertainment","Toolbox Design","04/18/2021","CIB","2.31","5.99","9.47","5.99","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Ford Truck Mania","Gotham Games","Alpine Studios","04/18/2021","CIB","4.01","5.47","15.42","5.47","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Grand Theft Auto","Take-Two Interactive Software, Inc.","DMA Design Limited","05/18/2019","CIB","10.75","18.77","41.46","18.77","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Metal Slug X","SNK","SNK","12/28/2019","CIB","25.87","46.49","158.07","46.49","30",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Namco Museum Vol. 1","Namco","Namco","12/05/2019","Loose","5.68","11","16.36","5.68","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Pong","Hasbro Interactive, Inc.","Supersonic Software Ltd.","11/06/2019","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"RC Revenge","Acclaim Entertainment, Inc.","Acclaim","04/18/2021","CIB","5.49","9.33","15.17","9.33","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"South Park Rally","Acclaim Entertainment, Inc.","Tantalus Media","02/20/2019","Loose","9.5","15.42","31.64","9.5","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Spec Ops: Covert Assault","Take-Two Interactive Software, Inc.","Runecraft","04/06/2020","Loose","2.88","3.11","7.59","2.88","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Spec Ops: Stealth Patrol","Take-Two Interactive Software, Inc.","Runecraft","03/05/2020","Loose","3.03","3.23","9.12","3.03","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Street Fighter Alpha 3","Capcom","Capcom","01/31/2020","CIB","15.9","26.84","80.99","26.84","24",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Tekken 2","Namco","Namco","01/25/2020","CIB","9.95","16.6","69.45","16.6","10",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"The Granstream Saga","THQ","Shade, Inc.","07/07/2020","Loose","12.48","28.41","58.6","12.48","8",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Tomb Raider","Eidos Interactive","Core Design Ltd.","02/05/2020","Loose","8.44","19.56","31.05","8.44","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Tomb Raider III Adventures of Lara Croft Collector's Edition","null","null","02/20/2019","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"PS1","VideoGame",1,0,0,"Twisted Metal III","989 Studios","989 Studios","05/25/2019","Loose","9.99","20","60.5","9.99","-1.0",?,?,?,No, 0%,""
"PS1","Peripheral",1,0,0,"MultiTap Adaptor","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","12.99","19.88","51.96","12.99","-1.0",?,?,?,"N/A","N/A",""
"PS1","Peripheral",1,0,0,"Playstation 1 Original Controller","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","14.91","23.25","82.48","14.91","-1.0",?,?,?,"N/A","N/A",""
"PS1","System",1,0,0,"Playstation Classic","MISSING FROM DB","MISSING FROM DB","07/17/2021","CIB","36.45","46","55.64","46","-1.0",?,?,?,"N/A","N/A",""
"PS1","System",1,0,0,"PlayStation System","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","24.1","73.57","144","24.1","-1.0",?,?,?,"N/A","N/A",""
"PS1","Peripheral",1,0,0,"White Dual Shock Controller","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","17.2","25.79","68.66","17.2","-1.0",?,?,?,"N/A","N/A",""
"Xbox 360","VideoGame",1,0,0,"Army of Two","Electronic Arts","EA Montreal","11/15/2019","CIB","4.26","7.73","14.53","7.73","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Assassin's Creed III","Ubisoft Entertainment","Ubisoft Montreal","05/07/2020","CIB","3.41","3.69","9.4","3.69","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Banjo-Kazooie: Nuts & Bolts","Microsoft Studios","Rare, Ltd.","03/23/2019","CIB","7.99","10.55","40","10.55","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Battlefield: Bad Company","Electronic Arts","DiCE","10/04/2019","CIB","4.85","5.89","27.4","5.89","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Big Bumpin'","King Games","Blitz Games","04/05/2021","CIB","2.99","4.06","7","4.06","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"BioShock","2K Games","Irrational Games","02/20/2019","CIB","4.42","5.77","22.86","5.77","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"BioShock 2","2K Games","2K China","02/20/2019","CIB","3.99","5.15","13.08","5.15","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"BioShock Infinite","2K Games","Irrational Games","02/20/2019","CIB","3.57","3.95","8.16","3.95","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Blackwater","505 Games","Zombie Studios","09/08/2020","Sealed","5.59","5.99","9.99","9.99","8",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Borderlands 2","2K Games","Gearbox Software","11/15/2019","CIB","3.95","8.4","14.55","8.4","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Brütal Legend","Electronic Arts","Double Fine Productions, Inc.","11/15/2019","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Bulletstorm","Electronic Arts","People Can Fly","03/23/2019","CIB","3.87","5.06","11.78","5.06","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Crackdown 2","Microsoft Studios","Ruffian Games","02/20/2019","Loose","4.81","4.99","20.25","4.81","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Crysis 2","Electronic Arts","Crytek GmbH","03/09/2019","CIB","4.89","5.28","13.24","5.28","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Crysis 3","null","Crytek GmbH","03/23/2019","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Dead Island","Deep Silver","Techland Sp. z o.o","03/23/2019","CIB","3.65","4.04","9.99","4.04","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Dead Space 2","Electronic Arts","Visceral Games","03/23/2019","CIB","5.2","8.59","27.07","8.59","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Doom 3 BFG Edition","null","null","03/09/2019","CIB","7.71","9.92","12.66","9.92","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Dragon Age: Origins","Electronic Arts","BioWare","11/15/2019","CIB","5.98","7.78","14.82","7.78","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Duke Nukem Forever","2K Games","Gearbox","03/23/2019","CIB","4.67","5.15","10.21","5.15","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Fable II","Microsoft Studios","Lionhead Studios Ltd.","02/20/2019","CIB","5.99","10.16","53.74","10.16","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Fable III","Microsoft Studios","Lionhead Studios Ltd.","02/20/2019","CIB","4.39","4.51","8.97","4.51","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Far Cry Instincts: Predator","Ubisoft","Ubisoft Montreal","03/23/2019","CIB","10.98","16.36","27.15","16.36","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Farcry 4: Limited Edition","Ubisoft","Ubisoft Montreal","03/23/2019","CIB","7.85","8","15","8","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Fist of the North Star: Ken's Rage 2","Koei Tecmo","Koei","12/08/2020","Loose","21.3","55.45","70.39","21.3","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Forza Motorsport 3","Microsoft Studios","Turn 10 Studios","03/23/2019","CIB","5.5","7","18.28","7","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Forza Motorsport 4","Microsoft Studios","Turn 10 Studios","03/23/2019","CIB","7.97","8.66","19.97","8.66","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Gears of War","Microsoft Studios","Epic Games, Inc.","02/20/2019","CIB","4.92","6.93","19.62","6.93","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Gears of War 2","Microsoft Studios","Epic Games, Inc.","02/20/2019","CIB","3.18","4.22","58.05","4.22","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Gears of War 3","Microsoft Studios","Epic Games","02/20/2019","CIB","3.81","3.89","17.99","3.89","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"GRID","Codemasters","Codemasters","02/20/2019","CIB","6.75","6.98","32.73","6.98","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Halo 3 - Limited Edition","null","null","02/19/2019","CIB","6.43","18.12","112.97","18.12","6.64",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Halo 3: ODST","Microsoft Studios","Bungie","02/19/2019","CIB","5.61","7.24","60.88","7.24","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Halo 4","Microsoft Studios","343 Industries","02/19/2019","CIB","4","4.02","16.77","4.02","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Halo Wars","Microsoft Studios","Ensemble Studios","02/19/2019","CIB","5","5.75","35.42","5.75","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Halo: Reach","Microsoft Studios","Bungie","02/19/2019","CIB","5.44","7.21","56.51","7.21","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Kinect Sports: Season Two","Microsoft Studios","Rare, Ltd.","11/15/2019","CIB","5.64","7.5","13.56","7.5","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"L.A. Noire","Rockstar Games","Team Bondi","11/15/2019","CIB","4.44","5.28","11.81","5.28","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Marvel vs. Capcom 3: Fate of Two Worlds","Capcom","Capcom","02/29/2020","CIB","8.97","10.74","30.12","10.74","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Mass Effect","Microsoft Studios","BioWare","02/20/2019","CIB","4.95","6.12","66.47","6.12","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Mass Effect 2","Electronic Arts","BioWare","02/20/2019","CIB","5","5.13","15.77","5.13","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Mass Effect 3","Electronic Arts","BioWare","02/20/2019","CIB","3.9","4.78","9.78","4.78","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Minute to Win It","null","null","08/07/2020","Sealed","4.7","5.3","6.44","6.44","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Mirror's Edge","Electronic Arts","DiCE","02/20/2019","CIB","5.5","6.63","33.2","6.63","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Mortal Kombat: Komplete Edition","null","null","05/18/2019","CIB","9.88","10.95","19.13","10.95","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"NBA 2K9","2K Sports","Virtual Concepts","11/15/2019","CIB","4.22","4.24","12.5","4.24","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Payday 2","null","Overkill Software","06/08/2019","Loose","5.15","5.3","17.73","5.15","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Perfect Dark Zero","Microsoft Studios","Rare, Ltd.","03/23/2019","CIB","5.23","5.86","28.45","5.86","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Rage","null","id Software","06/08/2019","CIB","4.2","4.9","6.99","4.9","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Red Dead Redemption: Game of the Year Edition","null","null","02/20/2019","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"skate.","EA Games","EA Black Box","02/22/2020","CIB","6.07","6.99","12.55","6.99","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Skate 2","EA Games","EA Black Box","02/08/2020","CIB","9.72","10","20.43","10","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Skate 3","EA Games","EA Black Box","02/08/2020","CIB","7.93","8.3","14.99","8.3","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"South Park: The Stick of Truth","Ubisoft Entertainment","Obsidian Entertainment","11/15/2019","CIB","4.87","5.87","10.63","5.87","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Splatterhouse","Bandai Namco Entertainment","Bandai Namco Entertainment","11/15/2019","CIB","32.41","44","82.5","44","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"Street Fighter IV","Capcom","Capcom","11/15/2019","CIB","6.34","6.99","24.2","6.99","-1.0",10,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"The Orange Box","Valve Corporation","Valve Corporation","02/20/2019","CIB","14.99","16.19","53.2","16.19","-1.0",?,?,?,No, 0%,""
"Xbox 360","VideoGame",1,0,0,"You Don't Know Jack","null","null","08/01/2020","CIB","2.86","3.6","7.66","3.6","-1.0",?,?,?,No, 0%,""
"Xbox 360","Peripheral",1,0,0,"Black Xbox 360 Wireless Controller","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","19.99","25.99","49.97","19.99","-1.0",?,?,?,"N/A","N/A",""
"Xbox 360","Peripheral",1,0,0,"Black Xbox 360 Wireless Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","19.99","25.99","49.97","19.99","-1.0",?,?,?,"N/A","N/A",""
"Xbox 360","Peripheral",1,0,0,"Kinect Sensor","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","17.58","24.91","44.86","17.58","-1.0",?,?,?,"N/A","N/A",""
"Xbox 360","Peripheral",1,0,0,"500GB Media Drive","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","31.88","32.64","58.75","31.88","-1.0",?,?,?,"N/A","N/A",""
"Xbox 360","Peripheral",1,0,0,"Xbox 360 Chatpad Keyboard","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","7.3","8.5","15.3","7.3","-1.0",?,?,?,"N/A","N/A",""
