Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"NES","VideoGame",1,0,0,"Mickey Mousecapade","Capcom","Hudson Entertainment, Inc.","02/19/2019","Loose","5.06","43.66","228.55","5.06","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Monopoly","Arcadia Systems, Inc.","Sculptured Software","02/19/2019","Loose","3.83","18.48","58.94","3.83","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"NES Open Tournament Golf","Nintendo","HAL Laboratory","10/04/2020","CIB","9.06","34","153.59","34","19.49",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Nintendo World Cup","Nintendo of America, Inc.","Technos Japan Corp.","01/29/2021","Loose","5.41","25.69","85.89","5.41","5.99",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Operation Wolf","Taito Corporation","Taito Corporation","02/19/2019","Loose","4.03","25.67","86.79","4.03","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Platoon","SUNSOFT","Ocean Software Ltd.","02/19/2019","Loose","7.86","21.23","74.83","7.86","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Q*bert","Ultra Games","Konami","02/19/2019","Loose","12.21","41.66","344.5","12.21","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"R.C. Pro-Am","Nintendo","Rare, Ltd.","02/19/2019","Loose","4.52","45.49","389.46","4.52","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Rad Racer","Nintendo","Squaresoft","08/27/2019","Loose","6.47","58.89","250","6.47","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Skate or Die","Ultra Games","Konami","03/23/2019","Loose","2.92","30.99","150.14","2.92","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Spy Hunter","Nintendo","Sunsoft","02/19/2019","Loose","6.99","41.84","761.03","6.99","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Spy vs. Spy","Kemco","First Star Software Inc","02/19/2019","Loose","9.75","37.89","110.11","9.75","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Super C","Konami","Konami","08/22/2020","Loose","21.82","100","306.19","21.82","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Super Mario Bros. / Duck Hunt","Nintendo","Nintendo","02/19/2019","Loose","4.94","5","9.52","4.94","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Super Mario Bros. 2","Nintendo","Nintendo R&D4","04/06/2020","Loose","14.11","96.61","4,876.32","14.11","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Super Mario Bros. 3","Nintendo","Nintendo R&D4","02/19/2019","Loose","14.01","87.5","2,186.88","14.01","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Super Team Games","Bandai Co., Ltd.","Sonata","02/19/2019","Loose","4.47","18.5","42.99","4.47","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Tag Team Wrestling","Data East Corporation","Technos Japan Corp.","07/06/2021","Loose","4.54","29.51","143.29","4.54","7.5",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Tecmo Bowl","Tecmo","Tecmo","02/05/2020","Loose","7.43","34.99","344.88","7.43","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Teenage Mutant Ninja Turtles","Ultra Games","Konami","02/19/2019","Loose","8.5","71.1","440.73","8.5","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Teenage Mutant Ninja Turtles II: The Arcade Game","Ultra Games","Konami","02/19/2019","Loose","15.94","96.4","275.29","15.94","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Tetris","Nintendo","Nintendo R&D1","11/28/2019","Loose","7.72","26.62","393.51","7.72","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"The Black Bass","Hot-B Co., Ltd.","Another","07/07/2020","Loose","5.65","22.46","183.9","5.65","8",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"The Legend of Zelda","Nintendo","Nintendo R&D4","02/19/2019","Loose","27.9","179.32","1,476","27.9","16",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Thundercade","American Sammy Corporation","SETA","02/19/2019","Loose","9.7","32.57","70.99","9.7","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Top Gun","Konami","Konami","02/22/2020","Loose","4.34","26","124.28","4.34","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Town & Country Surf Designs: Wood & Water Rage","LJN","LJN","08/22/2020","Loose+","7.26","59.11","361.43","21.68","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Track & Field II","Konami","Konami","07/07/2020","Loose","5.75","17.77","106.73","5.75","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Wheel of Fortune: Junior Edition","GameTek, Inc.","Rare, Ltd.","02/19/2019","Loose","1.47","10.5","84.93","1.47","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"World Class Track Meet","Bandai Co., Ltd.","Bandai Co., Ltd.","02/19/2019","Loose","2.47","6.41","20.51","2.47","-1.0",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Xevious: The Avenger","Bandai America, Inc.","Namco","06/11/2021","Loose","4.04","23.04","52.02","4.04","7.99",?,?,?,No, 0%,""
"NES","VideoGame",1,0,0,"Zelda II: The Adventure of Link","Nintendo","Nintendo R&D4","02/19/2019","Loose","24.07","81.1","499.5","24.07","13.05",?,?,?,No, 0%,""
"NES","System",1,0,0,"Nintendo NES Classic Edition","MISSING FROM DB","MISSING FROM DB","02/19/2019","CIB","73.72","89.99","109.84","89.99","-1.0",?,?,?,"N/A","N/A",""
"NES","Peripheral",1,0,0,"Nintendo NES Classic Edition Controller","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","10.92","11.5","34.99","10.92","-1.0",?,?,?,"N/A","N/A",""
"NES","Peripheral",1,0,0,"Nintendo NES Classic Edition Controller","MISSING FROM DB","MISSING FROM DB","09/03/2019","Loose","10.92","11.5","34.99","10.92","-1.0",?,?,?,"N/A","N/A",""
"NES","System",1,0,0,"Nintendo NES Console","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","35.27","147","474.48","35.27","-1.0",?,?,?,"N/A","N/A",""
"NES","Peripheral",1,0,0,"Nintendo NES Controller","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","11.83","28.96","65","11.83","-1.0",?,?,?,"N/A","N/A",""
"NES","Peripheral",1,0,0,"Nintendo NES Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","11.83","28.96","65","11.83","-1.0",?,?,?,"N/A","N/A",""
"NES","Peripheral",1,0,0,"Nintendo NES Controller","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","11.83","28.96","65","11.83","-1.0",?,?,?,"N/A","N/A",""
"NES","Peripheral",1,0,0,"Zapper Light Gun","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","15.6","47.74","132.72","15.6","-1.0",?,?,?,"N/A","N/A",""
"TG16","VideoGame",1,0,0,"Alien Crush","Turbo Technologies, Inc.","Compile","09/13/2019","Loose","34.99","37.49","83.18","34.99","16",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Bonk's Adventure","NEC Home Electronics, Ltd.","Hudson Entertainment, Inc.","08/28/2021","CIB+","45","58.14","431.65","58.14","77.4",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Dungeon Explorer","NEC Home Electronics, Ltd.","Atlus Co., Ltd.","12/30/2019","Loose","32","36.08","130.51","32","33",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Military Madness","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.","07/24/2021","Loose","49.99","72.92","99.3","49.99","-1.0",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Pac-Land","Namco","Namco","07/25/2021","CIB","22.9","32.9","73.81","32.9","30",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Splatterhouse","NEC Home Electronics, Ltd.","Namco","09/13/2019","Loose","58.14","103.4","220.38","58.14","69",?,?,?,No, 0%,""
"TG16","VideoGame",1,0,0,"Takin' it to the Hoop","NEC Home Electronics, Ltd.","Alcom","12/30/2019","Loose+","9.52","13.37","19.99","14.74","10",?,?,?,No, 0%,""
"TG16","Peripheral",1,0,0,"Turbo Tap","MISSING FROM DB","MISSING FROM DB","12/31/2019","Loose","35.21","77.01","156","35.21","-1.0",?,?,?,"N/A","N/A",""
"TG16","System",1,0,0,"TurboGrafx-16 System","MISSING FROM DB","MISSING FROM DB","09/13/2019","Loose","237.12","289.48","677.89","237.12","-1.0",?,?,?,"N/A","N/A",""
"PS4","VideoGame",1,0,0,"Anthem","Electronic Arts","BioWare","01/27/2021","Sealed","2.07","5.12","5","5","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Assassin's Creed: Origins","Ubisoft Entertainment","Ubisoft Montreal","02/20/2019","CIB","9.81","10.25","14.74","10.25","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Battlefield 1","DICE","Electronic Arts","02/20/2019","CIB","4.34","4.99","8.06","4.99","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Borderlands 3","2K Games","Gearbox Software","10/05/2019","CIB","7.77","9.46","11.1","9.46","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Borderlands: The Handsome Collection","2K Games","Gearbox Software","02/20/2019","CIB","4.32","7.25","10.48","7.25","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Call of Duty: Black Ops IIII","Activision","Treyarch","02/20/2019","CIB","8.29","9.38","12.46","9.38","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Days Gone","Sony Computer Entertainment America","Bend Studio","06/08/2019","CIB+","11.09","13.99","18.11","13.99","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Diablo III: Ultimate Evil Edition","Blizzard Entertainment","Blizzard","02/20/2019","CIB","8.38","13.44","20.75","13.44","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"DmC: Devil May Cry - Definitive Edition","Capcom","Ninja Theory","02/20/2019","CIB","11.99","12.19","13.15","12.19","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"DOOM","Bethesda Softworks","id Software","02/20/2019","CIB","7.87","9.5","17.95","9.5","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"DOOM Eternal","Bethesda Softworks","id Software","03/20/2020","CIB+","13.71","19.05","20.48","19.05","60",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Dragon Ball FighterZ","null","null","02/20/2019","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Fallout 4","Bethesda Softworks","Bethesda Softworks","02/20/2019","CIB","2","4.6","8.84","4.6","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Far Cry 5","Ubisoft Entertainment","Ubisoft Montreal","02/20/2019","CIB","12.46","12.89","17.22","12.89","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"FIFA 18","Electronic Arts","Electronic Arts","02/20/2019","CIB","3.88","4.34","6","4.34","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Final Fantasy VII Remake","Square Enix","Square Enix","04/12/2020","CIB","22.66","24.51","29.19","24.51","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"God of War","Sony Interactive Entertainment","Sony Santa Monica Studio","02/19/2019","CIB","7.2","10.82","10.85","10.82","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Horizon Zero Dawn","Sony Computer Entertainment","Guerrilla Games","02/20/2019","CIB","5.5","7","13.55","7","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Killzone: Shadow Fall","SCEA","Guerrilla Games","02/20/2019","CIB","6.39","7.44","12.82","7.44","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"LEGO Dimensions","WB Games","WB Games","05/27/2019","Loose","33.66","43.31","57.5","33.66","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Marvel's Spider-Man","Sony Interactive Entertainment","Insomniac Games","05/05/2019","CIB","12.84","13.6","17.47","13.6","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Middle-Earth: Shadow of War","WB Games","Monolith Productions, Inc.","05/05/2019","CIB","2.32","3.71","6.95","3.71","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Need for Speed","Electronic Arts","Ghost Games","02/20/2019","CIB","6.65","6.95","14.99","6.95","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Rage 2","Bethesda Softworks","Avalanche Studios","06/18/2019","CIB+","6.44","8.25","8.85","8.25","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Ratchet & Clank","Sony Computer Entertainment","Insomniac Games","02/20/2019","CIB","6.73","8.86","16.1","8.86","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Rayman Legends","Ubisoft Entertainment","Ubisoft Montpellier","02/20/2019","CIB","10.52","10.99","17.62","10.99","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Red Dead Redemption 2","Rockstar Games","Rockstar Games","02/20/2019","CIB","14.84","16.75","23.34","16.75","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Resident Evil 5","Capcom","Capcom","02/20/2019","CIB","13.81","15","18.73","15","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Rock Band 4 Plus Rivals Expansion","null","Harmonix Music Systems","02/20/2019","CIB","32.34","35.35","71.27","35.35","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"South Park: The Stick of Truth","Ubisoft Entertainment","Obsidian Entertainment","02/20/2019","CIB","15.46","15.97","23.79","15.97","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"The Last of Us Remastered","Sony Computer Entertainment","Naughty Dog Software","02/20/2019","CIB","6.27","8.6","12.09","8.6","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"The Outer Worlds","Private Division","Obsidian Entertainment","02/02/2020","CIB","7.9","13.59","18.57","13.59","55",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Tony Hawk's Pro Skater 1 + 2","Activision","Vicarious Visions","09/11/2020","CIB","19.48","20.21","24.41","20.21","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Uncharted 4: A Thief's End","Sony Interactive Entertainment","Naughty Dog Software","02/20/2019","CIB","5.54","6.39","11.25","6.39","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Watch Dogs","Ubisoft Entertainment","Ubisoft Montreal","02/20/2019","CIB","3.9","6.98","12","6.98","-1.0",?,?,?,No, 0%,""
"PS4","VideoGame",1,0,0,"Wolfenstein: The Two Pack","Bethesda Softworks","Machinegames","02/20/2019","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"PS4","Peripheral",1,0,0,"Playstation 4 Dualshock 4 Black Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","19.32","28.77","44.99","19.32","-1.0",?,?,?,"N/A","N/A",""
"PS4","Peripheral",1,0,0,"Playstation 4 Dualshock 4 Blue Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","28","35.1","57.2","28","-1.0",?,?,?,"N/A","N/A",""
"PS4","Peripheral",1,0,0,"Playstation 4 Dualshock 4 Urban Camo Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","26.6","34.7","55","26.6","-1.0",?,?,?,"N/A","N/A",""
"PS4","System",1,0,0,"Playstation 4 Pro 1TB Console","MISSING FROM DB","MISSING FROM DB","02/19/2019","CIB","303.88","350.03","394.52","350.03","-1.0",?,?,?,"N/A","N/A",""
"Sega CD","VideoGame",1,0,0,"Ecco the Dolphin","Sega","Novotrade International","08/15/2019","Loose","14.05","31.39","90.28","14.05","-1.0",?,?,?,No, 0%,""
"Sega CD","VideoGame",1,0,0,"Ground Zero: Texas","Sega","Digital Pictures","02/08/2020","Loose","13.34","20.95","28.89","13.34","-1.0",?,?,?,No, 0%,""
"Sega CD","VideoGame",1,0,0,"Jurassic Park","Sega","Sega","08/15/2019","CIB","16.2","22.43","48.15","22.43","-1.0",?,?,?,No, 0%,""
"Sega CD","VideoGame",1,0,0,"Night Trap","Sega","Digital Pictures","10/18/2019","Loose","34.49","85","189.11","34.49","-1.0",?,?,?,No, 0%,""
"Sega CD","VideoGame",1,0,0,"Sewer Shark","Sony Imagesoft","Digital Pictures","09/01/2019","Loose","8.19","40","69.95","8.19","-1.0",?,?,?,No, 0%,""
"Sega CD","VideoGame",1,0,0,"Sonic CD","Sega","Sega","02/01/2020","CIB","54.57","79.38","158.76","79.38","50",?,?,?,No, 0%,""
"Sega CD","System",1,0,0,"Sega CD Model 2 Console","MISSING FROM DB","MISSING FROM DB","08/15/2019","Loose+","117.5","337.66","514.96","117.5","-1.0",?,?,?,"N/A","N/A",""
"SNES","VideoGame",1,0,0,"Donkey Kong Country","Nintendo","Rare, Ltd.","02/19/2019","Loose","17.45","85.79","1,228.95","17.45","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Donkey Kong Country 2: Diddy's Kong Quest","Nintendo","Rare, Ltd.","12/28/2019","Loose","21.56","99.99","313.63","21.56","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"F-Zero","Nintendo","Nintendo EAD","02/19/2019","Loose","17","57","166.05","17","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Final Fight","Capcom","Capcom","01/31/2020","Loose","13.64","64.82","117.5","13.64","15",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Gradius III","Konami","Konami","02/19/2019","Loose","17.41","49.41","123.96","17.41","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Killer Instinct","Nintendo","Rare, Ltd.","02/19/2019","Loose","16","79.88","216.3","16","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Star Fox","Nintendo","Argonaut Games","07/24/2020","Loose","13.4","57.45","216.46","13.4","17",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Street Fighter II Turbo","Capcom","Capcom","02/08/2020","Loose","19.99","64.5","304.83","19.99","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Mario All-Stars","Nintendo","Nintendo","08/13/2021","Loose","17.26","99.9","310.14","17.26","48.55",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Mario Kart","Nintendo","Nintendo","02/19/2019","Loose","30","75.84","865.62","30","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Mario RPG: Legend of the Seven Stars","Nintendo","Squaresoft","07/24/2021","Loose","80","299.99","3,072","80","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Mario World","Nintendo","Nintendo","02/19/2019","Loose","12.49","800","1,300.01","12.49","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Mario World 2: Yoshi's Island","Nintendo","Nintendo","08/22/2020","Loose","32.07","104.25","426.44","32.07","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Metroid","Nintendo","Intelligent Systems Co., Ltd.","01/25/2020","Loose","85.88","332.37","449.99","85.88","30",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Off Road","Tradewest, Inc.","Software Creations","01/29/2021","Loose","15.46","41.03","104.83","15.46","14.99",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Off Road: The Baja","Tradewest, Inc.","Leland Interactive Media","09/20/2020","Loose","4.02","18.96","30.06","4.02","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Punch-Out!!","Nintendo","Nintendo","07/25/2021","Loose","29.52","100","222.52","29.52","35",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Super Star Wars","JVC Musical Industries, Inc.","Sculptured Software","03/09/2019","Loose","11.57","44.55","160.61","11.57","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"The Legend of Zelda: A Link to the Past","Nintendo","Nintendo EAD","02/19/2019","Loose+","28.31","212","1,629.71","40.62","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"The Simpsons: Bart's Nightmare","Acclaim Entertainment, Inc.","Sculptured Software","12/28/2019","Loose","25.14","98.41","139.98","25.14","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"U.N. Squadron","Capcom","Capcom","02/19/2019","Loose","25.95","106.29","224.51","25.95","-1.0",?,?,?,No, 0%,""
"SNES","VideoGame",1,0,0,"Uniracers","Nintendo","DMA Design Limited","02/19/2019","Loose","20.65","50.11","198.76","20.65","-1.0",?,?,?,No, 0%,""
"SNES","Peripheral",1,0,0,"SNES AV Cable","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","15.86","29.67","77.14","15.86","-1.0",?,?,?,"N/A","N/A",""
"SNES","System",1,0,0,"Super Nintendo Classic Edition","MISSING FROM DB","MISSING FROM DB","02/19/2019","CIB","76.05","123.38","137.49","123.38","-1.0",?,?,?,"N/A","N/A",""
