Platform,Type,Owned,ForSale,Wishlist,Title,Publisher,Developer,DateAdded,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Beat,PlayedCompletion,Notes
"SNES","Peripheral",1,0,0,"Super Nintendo Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","15.81","41.26","107.29","15.81","-1.0",?,?,?,"N/A","N/A",""
"SNES","Peripheral",1,0,0,"Super Nintendo Controller","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","15.81","41.26","107.29","15.81","-1.0",?,?,?,"N/A","N/A",""
"SNES","System",1,0,0,"Super Nintendo System","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","50.11","185.74","796.49","50.11","-1.0",?,?,?,"N/A","N/A",""
"GBA","VideoGame",1,0,0,"Advance Wars 2: Black Hole Rising","Nintendo","Intelligent Systems Co., Ltd.","02/20/2019","Loose","48.99","122.53","146.5","48.99","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Crash Bandicoot 2: N-Tranced","Universal Interactive Inc.","Vicarious Visions","02/20/2019","Loose","12.85","24.53","52.37","12.85","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Crazy Taxi: Catch a Ride","THQ","Graphic State","02/20/2019","Loose","10.46","25.26","28.8","10.46","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Disney/Pixar The Incredibles","THQ","Helixe","04/06/2020","Loose","4.25","6.87","10.55","4.25","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Disney/Pixar Finding Nemo","THQ","Vicarious Visions","09/08/2020","Loose","3.3","7.26","18","3.3","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Donkey Kong Country","Nintendo","Rare, Ltd.","02/20/2019","Loose","14.25","49.99","56.36","14.25","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"DreamWorks Madagascar","Activision","Vicarious Visions","09/08/2020","Loose","5.1","5.69","11.99","5.1","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Frogger's Adventures: Temple of the Frog","Konami","Konami","07/06/2021","Loose","4.06","8","16.66","4.06","7.5",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Game & Watch Gallery 4","Nintendo","Tose Co., Ltd.","04/27/2019","Loose","15.9","45.69","65.46","15.9","8",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"LEGO Bionicle","Lego Media","Saffire Corporation","07/06/2021","Loose","5.77","10.86","17.39","5.77","7.5",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Metroid: Zero Mission","Nintendo","Nintendo","02/20/2019","Loose","90.67","280","511.66","90.67","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Namco Museum 50th Anniversary","Namco","Namco","06/30/2019","Loose","10.57","16.9","30.66","10.57","8",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Risk / Battleship / Clue","Destination Software, Inc.","Gravity-I","07/06/2021","Loose","3.94","5.99","10.09","3.94","7.5",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Sonic Advance","THQ","Dimps Corporation","02/19/2019","Loose","17.99","70.93","82","17.99","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Sorry! / Aggravation / Scrabble Junior","Destination Software, Inc.","Gravity-I","08/04/2021","Loose","1.62","6.25","7.99","1.62","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Spider-Man: The Movie","Activision","Digital Eclipse Software, Inc.","08/04/2021","Loose","6.99","16.94","32.62","6.99","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"SSX Tricky","EA Sports BIG","Visual Impact","10/21/2019","Loose","7.94","9.94","14.02","7.94","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Star Wars: Flight of the Falcon","THQ","Pocket Studios","02/20/2019","Loose","3.99","13.2","21.13","3.99","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"Super Mario World: Super Mario Advance 2","Nintendo","Nintendo","02/19/2019","Loose","13.44","57.96","225.28","13.44","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"The Legend of Zelda: A Link to the Past and Four Swords","Nintendo","Capcom","02/20/2019","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"GBA","VideoGame",1,0,0,"The Legend of Zelda: The Minish Cap","Nintendo","Capcom","04/16/2019","Loose","74.99","267.8","850","74.99","40",?,?,?,Yes,0%,""
"GBA","VideoGame",1,0,0,"Tony Hawk's Pro Skater 2","Activision","Neversoft Entertainment","02/20/2019","Loose","9","17.77","46.55","9","-1.0",?,?,?,No, 0%,""
"GBA","System",1,0,0,"Cobalt Gameboy Advance SP","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","75.08","118","186.71","75.08","-1.0",?,?,?,"N/A","N/A",""
"GBA","System",1,0,0,"Glacier Gameboy Advance System","MISSING FROM DB","MISSING FROM DB","08/23/2021","Loose","67.32","80.23","454.71","67.32","30",?,?,?,"N/A","N/A",""
"Saturn","VideoGame",1,0,0,"Blazing Dragons","Crystal Dynamics, Inc.","The Illusions Gaming Company","02/14/2020","Loose","17.42","40.21","65.5","17.42","10",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"NiGHTS into Dreams...","Sega","Sonic Team","02/14/2020","Loose","29.99","62.5","160.49","29.99","20",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"Panzer Dragoon II: Zwei","Sega","Team Andromeda","02/08/2020","Loose","62","125.88","227.2","62","-1.0",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"Sega Rally Championship","Sega","Sega AM3 R&D Division","02/20/2019","CIB","17.36","29.42","49.04","29.42","-1.0",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"Sonic 3D Blast","Sega","Sonic Team","02/19/2019","CIB","37.35","60.6","85.39","60.6","50",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"Soviet Strike","null","null","04/20/2019","CIB","14.77","25.05","45","25.05","25",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"Tomb Raider","Eidos Interactive","Core Design Ltd.","02/20/2019","Loose","16.49","28.4","254.63","16.49","-1.0",?,?,?,No, 0%,""
"Saturn","VideoGame",1,0,0,"Virtua Fighter 2","Sega","Sega","02/20/2019","Loose","7.88","25.13","75.78","7.88","-1.0",?,?,?,No, 0%,""
"Saturn","Peripheral",1,0,0,"Action Replay","MISSING FROM DB","MISSING FROM DB","05/18/2019","CIB","31.92","34.99","36.14","34.99","-1.0",?,?,?,"N/A","N/A",""
"Saturn","Peripheral",1,0,0,"Backup RAM Cart","MISSING FROM DB","MISSING FROM DB","03/07/2020","Loose","35.53","64.71","112","35.53","-1.0",?,?,?,"N/A","N/A",""
"Saturn","System",1,0,0,"Sega Saturn Console","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","124.26","252.41","302.5","124.26","-1.0",?,?,?,"N/A","N/A",""
"Saturn","Peripheral",1,0,0,"Sega Saturn Controller","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","21.33","37.03","62.95","21.33","-1.0",?,?,?,"N/A","N/A",""
"Saturn","Peripheral",1,0,0,"Sega Saturn Controller","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","21.33","37.03","62.95","21.33","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","VideoGame",1,0,0,"Alien vs. Predator","Atari, Inc.","Rebellion","07/24/2021","CIB","65.31","169.06","332.42","169.06","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Brutal Sports Football","null","null","07/24/2021","CIB","27.01","37.44","47.45","37.44","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Cybermorph","Atari, Inc.","Attention to Detail Limited","07/24/2021","Loose+","10.55","28.49","52","19.51","?",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Doom","Atari, Inc.","id Software","07/24/2021","CIB","66","78.77","217.14","78.77","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Iron Soldier","Atari, Inc.","Eclipse Software","07/24/2021","CIB","24.84","40.59","51","40.59","-1.0",?,?,?,No, 0%,""
"Jaguar","VideoGame",1,0,0,"Wolfenstein 3D","Atari, Inc.","id Software","07/24/2021","CIB","46.94","117.86","157.45","117.86","-1.0",?,?,?,No, 0%,""
"Jaguar","Peripheral",1,0,0,"Atari Jaguar Controller","MISSING FROM DB","MISSING FROM DB","07/24/2021","CIB","22.73","59.95","102.29","59.95","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","Peripheral",1,0,0,"Atari Jaguar Controller","MISSING FROM DB","MISSING FROM DB","07/24/2021","Loose","22.73","59.95","102.29","22.73","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","Peripheral",1,0,0,"Atari Jaguar Controller","MISSING FROM DB","MISSING FROM DB","07/24/2021","Loose","22.73","59.95","102.29","22.73","-1.0",?,?,?,"N/A","N/A",""
"Jaguar","System",1,0,0,"Atari Jaguar System","MISSING FROM DB","MISSING FROM DB","07/24/2021","CIB","382.71","481.23","721.58","481.23","-1.0",?,?,?,"N/A","N/A",""
"Atari 2600","VideoGame",1,0,0,"Asteroids","Atari, Inc.","Atari","02/22/2020","Loose","3.36","10.52","19.95","3.36","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Berzerk","Stern Electronics, Inc.","Atari","02/22/2020","Loose","4.82","13.87","42.32","4.82","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Bowling","Atari, Inc.","Atari","11/28/2019","Loose","4.8","10.25","23.66","4.8","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Artillery Duel & Chuck Norris Superkicks","Xonox","Xonox","09/12/2020","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Combat","Atari, Inc.","Atari","11/28/2019","Loose","1.9","9.68","18.04","1.9","1",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Defender","Atari, Inc.","Atari","11/28/2019","Loose","3.62","11.96","20","3.62","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Demon Attack","Imagic","Imagic","10/04/2020","Loose","4.99","15.18","25.53","4.99","4.87",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Dig Dug","Atari Games","Atari","10/04/2020","Loose","8.72","15.38","24.05","8.72","7.79",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Football","Atari, Inc.","Atari","12/30/2019","Loose","3.09","9.3","13.76","3.09","1",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Frogger","Parker Brothers","Parker Brothers","10/04/2020","Loose","6.75","21.27","167.25","6.75","6.82",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Gunslinger","Sears, Roebuck and Co.","Atari","11/28/2019","Loose","5.61","25","28","5.61","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Kangaroo","Atari, Inc.","Sun Electronics","10/04/2020","Loose","3.14","8.48","13.12","3.14","2.92",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Missile Command","Atari, Inc.","Atari","02/22/2020","Loose","4","12.68","22.34","4","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Outlaw","Sears, Roebuck and Co.","Atari","08/04/2021","Loose","4.58","14.27","47.25","4.58","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Pac-Man","Atari, Inc.","Atari","12/28/2019","Loose","8.13","12.86","69.56","8.13","1",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Pitfall!","Activision","Activision","10/04/2020","Loose","8.45","30.12","305","8.45","10.71",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Space Invaders","Bally Mfg. Corp.","Atari","08/04/2021","Loose","5.26","15.43","41","5.26","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Spider-Man","Parker Brothers","Parker Brothers","10/04/2020","Loose","8.72","32.46","211.5","8.72","5.84",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Super Breakout","Atari, Inc.","Atari","11/28/2019","Loose","2.59","14.89","25.21","2.59","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Video Olympics","Sears, Roebuck and Co.","Atari","11/28/2019","Loose","4.32","15.92","23.96","4.32","-1.0",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Video Pinball","Atari, Inc.","Atari","10/04/2020","Loose","4.99","9.66","42.06","4.99","4.87",?,?,?,No, 0%,""
"Atari 2600","VideoGame",1,0,0,"Yars' Revenge","Atari, Inc.","Atari","10/04/2020","Loose","4.67","23.1","40","4.67","4.87",?,?,?,No, 0%,""
"Atari 2600","Peripheral",1,0,0,"Atari 2600 Joystick","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","16.54","45.9","79.99","16.54","-1.0",?,?,?,"N/A","N/A",""
"Atari 2600","Peripheral",1,0,0,"Atari 2600 Paddle Controller Set","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","17.94","52.29","78.44","17.94","-1.0",?,?,?,"N/A","N/A",""
"Atari 2600","System",1,0,0,"Atari 2600 System","MISSING FROM DB","MISSING FROM DB","11/28/2019","Loose","17.6","96.64","183.5","17.6","-1.0",?,?,?,"N/A","N/A",""
"Atari 5200","VideoGame",1,0,0,"Centipede","Atari, Inc.","Atari","09/18/2020","Loose","5.21","11.86","28.18","5.21","5",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Dig Dug","null","Atari","07/24/2021","CIB","6.53","11.48","23","11.48","-1.0",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Galaxian","Atari, Inc.","Namco","09/18/2020","Loose","4.57","9.24","18.65","4.57","5",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Joust","Williams Electronic Games, Inc.","Williams","02/19/2021","Loose","7.64","13.95","25","7.64","7.99",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Kangaroo","null","null","01/29/2021","Loose","6.66","13.49","15.16","6.66","4.99",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Pac-Man","Atari, Inc.","Namco","09/18/2020","Loose","4.95","9","30","4.95","5",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Pole Position","Atari, Inc.","Atari","08/07/2020","CIB+","3.49","8.46","35.62","8.46","8",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Space Invaders","Atari, Inc.","Taito Corporation","02/19/2021","Loose","7.06","11.75","30","7.06","7.99",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Star Trek: Strategic Operations Simulator","Sega","Sega","09/18/2020","Loose","11.25","21.66","38.34","11.25","9",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Super Breakout","Atari, Inc.","Atari","10/04/2020","Loose","4.89","10","13.99","4.89","4.87",?,?,?,No, 0%,""
"Atari 5200","VideoGame",1,0,0,"Vanguard","Atari, Inc.","Atari","01/29/2021","Loose","9.99","13.95","28.07","9.99","6.99",?,?,?,No, 0%,""
"Atari 5200","Peripheral",1,0,0,"Atari 5200 Controller","MISSING FROM DB","MISSING FROM DB","09/29/2020","Loose","25.09","38.14","76.28","25.09","-1.0",?,?,?,"N/A","N/A",""
"Atari 5200","System",1,0,0,"Atari 5200 System","MISSING FROM DB","MISSING FROM DB","08/07/2020","Loose","109.61","184.33","197.01","109.61","-1.0",?,?,?,"N/A","N/A",""
"Wii","VideoGame",1,0,0,"Bakugan: Battle Brawlers","Activision","Now Production Co.","10/04/2019","CIB","3.41","5.22","6.45","5.22","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Battle of the Bands","THQ","Planet Moon Studios","02/20/2019","CIB","2.65","4.9","4.94","4.9","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Bigfoot: Collision Course","null","null","02/23/2019","Sealed","4.39","5.5","11.14","11.14","8",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Birthday Party Bash","2K Play","Cat Daddy Games, LLC","06/05/2021","Sealed","3.5","4.55","7.35","7.35","8",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Call of Duty 3","Activision","Exakt","02/20/2019","CIB","4.93","5.59","19.99","5.59","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Call of Duty: World at War","Activision","Treyarch","05/06/2021","CIB","5","5.66","16.98","5.66","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Crash of the Titans","Sierra","Radical Entertainment Inc.","02/20/2019","CIB","9.5","14.65","28.38","14.65","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Disney Epic Mickey","Disney Interactive","Junction Point Studios","02/20/2019","CIB","5.62","7.4","19.24","7.4","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Disney Epic Mickey 2: The Power of Two","Disney Interactive","Junction Point Studios","02/20/2019","CIB","4.75","7.37","14.5","7.37","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Gummy Bears Minigolf","Nintendo","Storm City Games","05/06/2021","Boxed","4.46","4.84","8.15","6.25","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"I Spy: Spooky Mansion","Scholastic","Gusto Games Ltd.","05/07/2020","CIB","3.52","4.63","11.91","4.63","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Just Dance 3","Ubisoft Entertainment","Ubisoft","02/20/2019","CIB","5.34","6.02","15.75","6.02","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Looney Tunes: Acme Arsenal","null","null","02/20/2020","CIB","5.01","5.6","9","5.6","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Mario Kart Wii","Nintendo","Nintendo","02/19/2019","CIB","21.75","26.75","70.28","26.75","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Mario Party 8","Nintendo","Hudson Entertainment, Inc.","02/20/2019","CIB","21.12","24.82","81","24.82","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Metroid Prime 3: Corruption","Nintendo","Retro Studios","02/20/2019","Sealed","11.6","19.41","96.73","96.73","8",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Rayman Raving Rabbids 2","Ubisoft Entertainment","Ubisoft","06/08/2019","Loose","4.93","5.93","12.25","4.93","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Red Steel","Ubisoft Entertainment","Ubisoft","02/20/2019","Sealed","3.99","5.57","18.48","18.48","8",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Sonic Unleashed","Sega","Sonic Team","02/19/2019","CIB","8.32","11.98","29.46","11.98","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Star Wars: The Clone Wars Lightsaber Duels","LucasArts Entertainment Company LLC","Krome Studios Pty Ltd.","02/20/2019","CIB","4.26","4.32","16.47","4.32","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Star Wars: The Clone Wars Republic Heroes","LucasArts Entertainment Company LLC","Krome Studios Pty Ltd.","02/20/2019","CIB","4.84","7.56","14.51","7.56","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Star Wars: The Force Unleashed","LucasArts Entertainment Company LLC","LucasArts Entertainment Company LLC","02/20/2019","CIB","3.82","5.04","20.37","5.04","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Super Mario Galaxy","Nintendo","Nintendo","02/19/2019","CIB","9.22","13.25","293.96","13.25","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Super Smash Bros. Brawl","Nintendo","Game Arts","02/19/2019","CIB","13.66","15","120.48","15","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"The Legend of Zelda: Skyward Sword","Nintendo","Nintendo EAD","02/19/2019","CIB","22.37","24.6","111.28","24.6","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"The Legend of Zelda: Twilight Princess","Nintendo","Nintendo","02/19/2019","CIB","11.33","14.41","149.99","14.41","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Tron: Evolution – Battle Grids","Disney Interactive","nSpace","09/09/2019","CIB","4.49","4.77","5","4.77","-1.0",?,?,?,No, 0%,""
"Wii","VideoGame",1,0,0,"Wii Sports Resort","Nintendo","Nintendo","02/20/2019","CIB","20.07","22.49","58.5","22.49","-1.0",?,?,?,No, 0%,""
"Wii","System",1,0,0,"Black Nintendo Wii System","MISSING FROM DB","MISSING FROM DB","02/19/2019","Loose","63.95","114.99","586.77","63.95","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii Nunchuk [Black]","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","8.1","19.99","24.59","8.1","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii Nunchuk [Black]","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","8.1","19.99","24.59","8.1","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Red Mario Wii Remote","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","29.99","40.27","79.71","29.99","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Red Mario Wii Remote","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","29.99","40.27","79.71","29.99","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii Classic Controller","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","14.41","29.95","52","14.41","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii HD Component Cable","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","19.99","25.99","51.97","19.99","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii Nunchuk [White]","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","9.99","11.99","19.99","9.99","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii Nunchuk [White]","MISSING FROM DB","MISSING FROM DB","05/18/2019","Loose","9.99","11.99","19.99","9.99","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"White Wii Remote","MISSING FROM DB","MISSING FROM DB","03/24/2019","Loose","10.03","16.29","32.96","10.03","-1.0",?,?,?,"N/A","N/A",""
"Wii","Peripheral",1,0,0,"Wii Zapper with Link's Crossbow Training","MISSING FROM DB","MISSING FROM DB","05/25/2019","Loose","11.92","20","28.49","11.92","-1.0",?,?,?,"N/A","N/A",""
"N64","VideoGame",1,0,0,"Army Men: Sarge's Heroes 2","3DO","3DO","05/18/2019","Loose","15.71","37.86","131.18","15.71","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Banjo-Kazooie","Nintendo","Rare, Ltd.","07/25/2019","Loose","29.99","126.73","500.07","29.99","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Cruis'n USA","Nintendo","Midway Games","02/20/2019","Loose","10.83","43.21","642.8","10.83","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Diddy Kong Racing","Nintendo","Rare, Ltd.","06/30/2019","Loose","23.34","81.5","510","23.34","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Donkey Kong 64","Nintendo","Rare, Ltd.","02/20/2019","Loose","25.47","90.25","240.62","25.47","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Extreme-G 2","Acclaim Entertainment, Inc.","Probe Entertainment","02/20/2019","Loose","11.05","30.98","66.3","11.05","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"F-1 World Grand Prix","Nintendo","Paradigm Entertainment Inc.","11/06/2019","Loose","2.15","10.71","37.05","2.15","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"F1 Pole Position 64","Ubisoft Entertainment","Human Entertainment, Inc.","02/20/2019","Loose","5","32.99","35.22","5","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"GoldenEye 007","Nintendo","Rare, Ltd.","02/20/2019","Loose","21.25","83.93","2,348.57","21.25","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Jet Force Gemini","Rare, Ltd.","Rare, Ltd.","08/22/2020","CIB+","12.75","57.01","126.34","57.01","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Jikkyou Powerful Pro Yakyuu 4","Konami","Diamond Head","06/08/2020","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Jikkyou Powerful Pro Yakyuu 5","Konami","Diamond Head","09/11/2019","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Kirby 64: The Crystal Shards","Nintendo","HAL Laboratory","03/23/2019","Loose","32.8","137","316.36","32.8","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Mario Kart 64","Nintendo","Nintendo","02/19/2019","Loose","30.5","122.91","462.64","30.5","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Paper Mario","Nintendo","Intelligent Systems Co., Ltd.","01/31/2020","Loose","78.82","300","1,669.8","78.82","40",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Perfect Dark","Rare, Ltd.","Rare, Ltd.","02/20/2019","Loose","16.17","52","186.29","16.17","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Pokemon Stadium (Japan)","Nintendo","HAL Laboratory","11/06/2019","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Pokémon Stadium 2 (JP)","Nintendo","HAL Laboratory, Inc.","06/08/2020","Loose","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Re-Volt","Acclaim Entertainment, Inc.","Acclaim Studios London","05/25/2019","Loose","11.5","38.48","56","11.5","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"San Francisco Rush: Extreme Racing","Midway Games","Atari","02/20/2019","Loose","10.72","39.39","66","10.72","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"South Park","Acclaim Entertainment, Inc.","Iguana Entertainment","02/20/2019","Loose","18.47","71.25","156.87","18.47","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Star Fox 64","Nintendo","Nintendo","09/12/2020","Loose","18.53","118.14","401.66","18.53","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Star Wars Episode I: Racer","Nintendo","LucasArts Entertainment Company LLC","02/20/2019","Loose","7.64","36.71","129.99","7.64","-1.0",?,?,?,No, 0%,""
"N64","VideoGame",1,0,0,"Star Wars: Rogue Squadron","LucasArts Entertainment Company LLC","Factor 5 GmbH","02/20/2019","Loose","9.61","42.21","103.75","9.61","-1.0",?,?,?,No, 0%,""
